Alicate Amperimetro,,Minipa,1251,1251,ET-320A290748,ET-3200A,TÉCNICA CALIB.,2001354,2020-03-04,2022-02-22,ALMOXARIFADO
Manômetro,(0 a 10 kgf/cm2),Naka,1538,1538,N/C,Classe A1 ABNT,LAFTEC,2304191,2023-02-19,2023-05-20,ALMOXARIFADO
Manômetro,(0 a 60 kgf/cm2),Dox,1776,1776,N/C,N/C,LAFTEC,2518910,2025-06-17,2025-09-15,ALMOXARIFADO
Manômetro,(0 a 10 kgf/cm2),Suplyfer,1868,1868,N/C,Classe A1 ABNT,LAFTEC,2317942,2023-07-11,2023-10-09,ALMOXARIFADO
Manômetro,(0 kgf/cm² | 100 kgf/cm²),Alliance,1997,1997,N/C,N/C,LAFTEC,2304979,2023-03-02,2023-05-31,ALMOXARIFADO
Manômetro,(0 a 10 kgf/cm2),Asta,3054,(MAN-EGV-3054),N/C,N/C,LAFTEC,2304190,2023-02-17,2023-05-18,ALMOXARIFADO
Manômetro,(0 a 20 kgf/cm2),ASTA,6115,6115,N/C,N/C,LAFTEC,2521445,2025-07-07,2025-10-05,ALMOXARIFADO
Manômetro,,ARCIDEL,16160,16160,N/C,N/C,LAFTEC,2215516,2022-07-08,2022-10-06,ALMOXARIFADO
Manômetro,,Winters,096089,096089,96089,N/C,TECNICA CALIB.,2004660,2020-08-18,2020-11-16,ALMOXARIFADO
Manômetro,(0 a 160 kg/f2),Wika,239787,239787,239787,N/C,MSMI,C202326/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,(0 a 25 kgf/cm2),Wika,239790,239790,82002N99,Classe A2 ABNT,MSMI,C202296/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,(0 a 25 kgf/cm2),Wika,239791,239791,82002N9A,3616SS,LAFTEC,2304196,2023-02-17,2023-05-18,ALMOXARIFADO
Manômetro,0 kgf/cm² | 250 kgf/cm²,Wika,239792,239792,82002N9D,316SS,MSMI,C205263/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,0 kgf/cm² | 250 kgf/cm²,Wika,239794,239794,82002N9B,316SS,LAFTEC,2503384,2025-02-06,2025-05-07,OBRA 118
Manômetro,0 kgf/cm² | 250 kgf/cm²,Wika,239796,239796,82002N9C,316SS,MSMI,C205264/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,(0 a 60 kg/f2),Wika,351209,351209,8200A91C,316SS,LAFTEC,2518909,2025-06-17,2025-09-15,ALMOXARIFADO
Manômetro,(0 a 160 kgf/cm2),Wika,351248,351248,8200A91D,"""233.34.4.4.1/2""""""",MSMI,C202312/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,(0 a 600 kgf/cm2),Wika,8200A91E,8200A91E,8200A91E,"""233.34.4.4.1/2""""""",WIKA DO BRASIL,LMP351247/22,2022-06-03,2022-09-01,ALMOXARIFADO
Manômetro,(0 a 25 kgf/cm2),Wika,8200DA31,8200DA31,8200DA31,"""233.34.4.1/2""""""",WIKA DO BRASIL,LPM396525/23,2023-07-21,2023-10-19,ALMOXARIFADO
Manômetro,(0 a 50 kgf/cm2),Wika,8200DA34,8200DA34,8200DA34,"""233.34.4.1/2""""""",WIKA DO BRASIL,LPM398386/23,2023-08-01,2023-10-30,ALMOXARIFADO
Manômetro,(0 a 7 kgf/cm2),Harris,MAN-01,MAN-01,N/C,25GX-50L-AR,LAFTEC,2303331,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 7 kgf/cm2),Harris,MAN-02,MAN-02,N/C,25GX-50L-AR,LAFTEC,2303332,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 20 kgf/cm2),Arcdal,MAN-03,MAN-03,N/C,N/C,LAFTEC,2303333,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 16 kgf/cm2),N/C,MAN-04,MAN-04,N/C,N/C,LAFTEC,2303334,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 16 kgf/cm2),Famabras,MAN-05 (A),MAN-05 (A),N/C,RI-16P,LAFTEC,2303335,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 315 kgf/cm2),Famabras,MAN-05 (B),MAN-05 (B),N/C,RI-16P,LAFTEC,2303336,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 7 kgf/cm2),N/C,MAN-06,MAN-06,N/C,N/C,LAFTEC,2303493,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 7 kgf/cm2),Famabras,MAN-07,MAN-07,N/C,GLP,LAFTEC,2303494,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,""" (0 a 2","5 kgf/cm2)""",Condor,MAN-08 (A),MAN-08 (A),N/C,BR801,LAFTEC,,2023-02-14,15/5/2023,ALMOXARIFADO
Manômetro,(0 a 40 kgf/cm2),Condor,MAN-08 (B),MAN-08 (B),N/C,BR802,LAFTEC,2303496,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,""" (0 a 2","5 kgf/cm2)""",V8 Brasil,MAN-09 (A),MAN-09 (A),N/C,N/C,LAFTEC,,2023-02-14,15/5/2023,ALMOXARIFADO
Manômetro,(0 a 40 kgf/cm2),V8 Brasil,MAN-09 (B),MAN-09 (B),N/C,N/C,LAFTEC,2303498,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 16 kgf/cm2),Metalgás,MAN-10 (A),MAN-10 (A),N/C,R102,LAFTEC,2303499,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 315 kgf/cm2),Metalgás,MAN-10 (B),MAN-10 (B),N/C,R102,LAFTEC,2303500,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 16 kgf/cm2),Famabras,MAN-11 (A),MAN-11 (A),N/C,RI-16P,LAFTEC,2303501,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 315 kgf/cm2),Famabras,MAN-11 (B),MAN-11 (B),N/C,RI-16P,LAFTEC,2303502,2023-02-14,2023-05-15,ALMOXARIFADO
Manômetro,(0 a 315 kgf/cm2),Manômetro,MPR-526,MPR-526,83201,N/C,LAFTEC,2306296,2023-03-10,2023-06-08,ALMOXARIFADO
Manômetro,(0 a 250 kgf/cm2),Wika,443073,443073-24,8200GARG,"""233.34.41/2""""""",WIKA DO BRASIL,LMP443073-24,2024-09-21,2024-12-20,OBRA 118
Manômetro,(0 a 10 kgf/cm2),ASTA,1873,1873,N/C,N/C,MSMI,C205250/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,0 kgf/cm² | 15 kgf/cm²,ASTA,3098/13,3098/13,A162166,N/C,MSMI,C205254/25,2025-07-09,2025-10-07,OBRA 118
Manômetro,0 kgf/cm² | 4 kgf/cm²,ASTA,3149/13,3149/13,N/C,N/C,LAFTEC,2503376,2025-02-06,2025-05-07,OBRA 118
Manômetro,0 kgf/cm² | 20 kgf/cm²,ASTA,4424,4424,A162105,N/C,LAFTEC,2503379,2025-02-06,2025-05-07,OBRA 118
Manômetro (AF Serviços Técnicos),(0 a 250 kgf/cm2),N/C,PI-001AF,PI-001AF,N/C,N/C,AF SERV.IND.,0510/24,2024-09-20,2024-12-19,OBRA 118
Manômetro Analógico,0 kgf/cm² | 2.0 kgf/cm²,TUB,MPR-109,,,N/C,LAFTEC,2501248,2025-01-15,2025-04-15,OBRA 118
Manômetro Analógico,BOING,ASHCROFT,MBG 84,MBG 84,N/C,N/C,TORK,25045861,2025-04-04,2025-07-03,OBRA 118
Manômetro Analógico,BOING,CELLA,PI-02,PI-02,1465,N/C,TORK,25045862,2025-04-04,2025-07-03,OBRA 118
Manômetro Analógico,BOING,WILLY,11,11,N/C,N/C,TORK,25045863,2025-04-04,2025-07-03,OBRA 118
Manômetro- Máquina de Jato,,ARC- DAL,170074,170074,N/C,ARC 130/14-301,OFFICE-TEC SERVICE,170074/21,2021-09-28,2022-09-28,ALMOXARIFADO
Manômetro- Máquina de Jato,,ARC- DAL,166018/21,166018/21,N/C,ARC 130/14-300,OFFICE-TEC SERVICE,166018/21,2021-05-19,2022-05-19,ALMOXARIFADO
Manômetro- Máquina de Jato,,ARC- DAL,166020/21,166020/21,N/C,ARC 130/14-300,OFFICE-TEC SERVICE,166020/21,2021-05-19,2022-05-19,ALMOXARIFADO
Manômetro- Máquina de Jato,,ARC- DAL,166021/21,166021/21,N/C,ARC 130/14-300,OFFICE-TEC SERVICE,166021/21,2021-05-19,2022-05-19,ALMOXARIFADO
Manometro,0 kgf/cm² | 30 kgf/cm²,PAVIMETRICA,MAN-001,MAN-001,N/C,N/C,MSMI,C179673/25,2025-06-23,2025-09-21,ONBRA 118
Manometro Analógico,0 a 315 kgf,Wika,MAN-12/A,MAN-12/A,NC,NC,LAFTEC,2517519,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 A 40 L/min,Wika,MAN-12/B,MAN-12/B,NC,NC,LAFTEC,2517520,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 a 70 kgf,n/c,MAN-13/A,MAN-13/A,NC,NC,LAFTEC,2517521,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² a 315 kgf/cm²,n/c,MAN-13/B,MAN-13/B,NC,NC,LAFTEC,2517522,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 L/min | 40 L/min,n/c,MAN-14/A,MAN-14/A,NC,NC,LAFTEC,2517523,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 315 kgf/cm²,n/c,MAN-14/B,MAN-14/B,NC,NC,LAFTEC,2517524,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 L/min | 40 L/min,n/c,MAN-15/A,MAN-15/A,NC,NC,LAFTEC,2517525,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 315 kgf/cm²,n/c,MAN-15/B,MAN-15/B,NC,NC,LAFTEC,2517526,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 L/min | 40 L/min,n/c,MAN-16/A,MAN-16/A,NC,NC,LAFTEC,2517527,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 280 kgf/cm²,n/c,MAN-16/B,MAN-16/B,NC,NC,LAFTEC,2517528,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 315 kgf/cm²,n/c,MAN-17/A,MAN-17/A,NC,NC,LAFTEC,2517529,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 16 kgf/cm²,n/c,MAN-17/B,MAN-17/B,NC,NC,LAFTEC,2517530,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 40 kgf/cm²,n/c,MAN-18/A,MAN-18/A,NC,NC,LAFTEC,2517531,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 3 kgf/cm²,wika,MAN-18/B,MAN-18/B,NC,NC,LAFTEC,2517532,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 L/min | 40 L/min,nc,MAN-19/A,MAN-19/A,NC,NC,LAFTEC,2517533,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 kgf/cm² | 315 kgf/cm²,nc,MAN-19/B,MAN-19/B,NC,NC,LAFTEC,2517534,2025-06-04,2025-09-02,OBRA 121
Manometro Analógico,0 bar | 315 bar,Wika,MAN-20/A,MAN-20/A,N/C,N/C,N/C,2521287,2025-07-07,2025-10-05,OBRA 118
Manometro Analógico,0 bar | 400 bar,Wika,MAN-20/B,MAN-20/B,N/C,N/C,N/C,2521288,2025-07-04,2025-10-02,OBRA 118
Manometro Analógico,0 bar | 315 bar,Wika,MAN-21/A,MAN-21/A,N/C,N/C,N/C,2521289,2025-07-04,2025-10-02,OBRA 118
Manometro Analógico,0 bar | 400 bar,Wika,MAN-21/B,MAN-21/B,N/C,N/C,N/C,2521290,2025-07-04,2025-10-02,OBRA 118
Manometro Analógico,0 kgf/cm² | 10 kgf/cm²,ASTA,8154,8154,N/C,N/C,N/C,2521448,2025-07-07,2025-10-05,ALMOXARIFADO
Manometro Analógico,0 kgf/cm² | 10 kgf/cm²,ASTA,1867,1867,N/C,N/C,N/C,2521447,2025-07-07,2025-10-05,ALMOXARIFADO
Manometro Analógico,0 kgf/cm² | 20 kgf/cm²,ASTA,8469,8469,N/C,N/C,N/C,2521446,2025-07-07,2025-10-05,ALMOXARIFADO
Manômetro,(0 a 150 kgf/cm2),Wika,443071,443071-24,8200GARF,"""233.34.41/2"""" (316SS)""",MSMI,C163219/25,2025-06-09,2025-09-07,OBRA 118
Manômetro,(0 a 150 kgf/cm2),Wika,443072,443072-24,8200GARE,"""233.34.41/2"""" (316SS)""",MSMI,C163344/25,2025-06-09,2025-09-07,OBRA 118
Manômetro-Maquina de Jato,,Lube Fer,175918,175918,175918,LUB-30,OFFICE-TEC SERVICE,175918/22,2022-06-21,2023-06-21,ALMOXARIFADO
Manômetro-Maquina de Jato,,Lube Fer,175920,175920,175920,LUB-30,OFFICE-TEC SERVICE,175920/22,2022-06-21,2023-06-21,ALMOXARIFADO
Manômetro-Maquina de Jato,,Techgel,176291,176291,176291,N/C,OFFICE-TEC SERVICE,176291/22,2022-06-21,2023-06-21,ALMOXARIFADO
Manômetro-Maquina de Jato,,Techgel,176294,176294,176294,N/C,OFFICE-TEC SERVICE,176294/22,2022-06-21,2023-06-21,ALMOXARIFADO
Manômetro-Maquina de Jato,,ArcDal,177712,177712,177712,ARC-131/14-160,OFFICE-TEC SERVICE,177712/22,2022-06-21,2023-06-21,ALMOXARIFADO
Manômetro-Maquina de Jato,,ArcDal,177713,177713,177713,ARC-131/14-160,OFFICE-TEC SERVICE,177713/22,2022-06-21,2023-06-21,ALMOXARIFADO
Manômetro-Maquina de Jato,0 kgf/cm² | 20 kgf/cm²,Techgel,197818,197818,N/C,N/C,MSMI,C212317/25,2025-07-17,2025-10-15,OBRA 118
Manômetro-Maquina de Jato,,,197820,197820,N/C,N/C,OFFICE-TEC SERVICE,197820,2024-05-13,2025-05-10,OBRA 118
Manômetro-Maquina de Jato,,,197822,197822,N/C,N/C,OFFICE-TEC SERVICE,197822,2024-05-13,2025-05-10,OBRA 118
Manômetro-Maquina de Jato,,ArcDal,PS-033,PS-033,N/C,N/C,MSMI,C212319/25,2025-07-17,2026-07-17,OBRA 118
Manômetro-Maquina de Jato,,ArcDal,PS-034,PS-034,N/C,N/C,LAFTEC,2415689,2024-06-19,2025-06-19,OBRA 118
Manômetro-Maquina de Jato,,,PS-035,PS-035,N/C,N/C,MSMI,C212318/25,2025-07-17,2026-07-17,OBRA 118
Manômetro-Maquina de Jato,,,PS-036,PS-036,N/C,N/C,LAFTEC,desativado,,,
Manômetro Digital CL.A3,0 a 250 bar,Salvi,T 119.009/25,,,323,KILTLER DO BRASIL,T 119.009/25,2025-01-15,2026-01-15,OBRA 118
Manômetro Digital CL.A3,0 a 250 bar,Salvi,T 119.010/25,,,323,KILTLER DO BRASIL,T 119.010/25,2025-01-15,2026-01-15,OBRA 118
Medidor de Camada Digital,,NOVOTEST,140,140,949301,CM-8822,TECNOLAB,10407/20,2020-07-10,2022-06-30,ALMOXARIFADO
Medidor de Camada Digital,,NOVOTEST,141,141,949300,CM-8822,TECNOLAB,10408/20,2020-07-10,2022-06-30,ALMOXARIFADO
Medidor de Camada Tipo Pente- 10409-20,,NOVOTEST,134,134,N/C,AC-3000,TECNOLAB,2300715,2023-01-23,2025-01-12,ALMOXARIFADO
Medidor de Camada Tipo Pente- 10410-20,,NOVOTEST,135,135,N/C,AC-3000,LAFTEC,2415663,2024-06-18,2026-06-08,OBRA 118
Medidor de Camadas Digital,,Minipa,1810,1810,MCT00000016J,MCT-300,METRUS,D0688006-1019,2019-11-01,2021-10-21,ALMOXARIFADO
Medidor de Camadas Ferroso,,Instrutherm,1812,1812,467087,ME-240,LAFTEC,2211562,2022-05-30,2024-05-19,ALMOXARIFADO
Medidor de Camadas Ferroso,,TECNOMEDIÇÃO,MEC-002,MEC-002,1911-P150110,SMEC-II Plus,TECNOISO,2001199,2022-02-21,2023-02-21,ALMOXARIFADO
Medidor de Camadas Umida,,Precistec,1971,1971,6677,MED-1200,Precistec,0709/2020,2020-02-20,2022-02-09,ALMOXARIFADO
Medidor de Espessura de Camadas Umida,25 μm | 3000 μm,Medtec,1972,1972,6857,MED-3000,LAFTEC,2222642,2022-10-03,2024-09-22,ALMOXARIFADO
Medidor de Espessura de Película Seca,,,1811,1811,1911-P150110,SMEC-II Plus,LAFTEC,2415662,2024-06-18,2026-06-08,OBRA 118
Medidor de Espessura Digital,,NOVOTEST,136,136,927205,TM-8812,TECNOLAB,10411/20,2020-07-10,2022-06-30,ALMOXARIFADO
Medidor de Espessura Digital,,NOVOTEST,137,137,927269,TM-8812,TECNOLAB,10412/20,2020-07-10,2022-06-30,ALMOXARIFADO
Medidor de Espessura Digital,,NOVOTEST,138,138,909099,TM-8812,LAFTEC,2222015,2022-10-06,2024-09-25,ALMOXARIFADO
Medidor de Espessura Digital,,NOVOTEST,139,139,927263,TM-8812,TECNOLAB,10414/20,2020-07-10,2022-06-30,ALMOXARIFADO
Medidor de Espessura Digital,,NOVOTEST,2055,2055,N963363,TM-8812,LAFTEC,2415668,2024-06-19,2026-06-09,OBRA 118
Medidor de Espessura,,Tecnomedição,2194,2194,3713-P15012025,3713-P15012025,A & M PROD.SERV.,C2001/25,2025-01-14,2026-01-14,OBRA 118
Medidor de Espessura Ultrassônico,0.6 mm | 508 mm,GE,1933,1933,DM5EG1803456,DM5E,LAFTEC,2415669,2024-06-19,2025-06-19,OBRA 118
Medidor de pH e Condutividade,Desativado,Instrutemp,1929,1929,130810023,ITPH-3000,LAFTEC,Desativado,,,ALMOXARIFADO
Medidor Digital de Resistividade do Solo,,Instrum,1928,1928,IN816060-24418,TMD20KW,TECNICA CALIB.,1906616,2019-11-04,2021-10-24,ALMOXARIFADO
Megômetro,,Megabras,0007,7,MU3185H,MD-1035e,TÉCNICA CALIB.,2203247,2022-07-21,2024-07-10,ALMOXARIFADO
Megômetro,0 MOhm a 8000 Mohm,Minipa,953,953,MI2700000194,MI-2700,TÉCNICA CALIB.,2300535,2023-02-22,2025-02-11,ALMOXARIFADO
Megômetro,0 MOhm a 8000 Mohm,Minipa,958,958,MI2700000362,MI-2700,TÉCNICA CALIB.,2300536,2023-02-22,2025-02-11,ALMOXARIFADO
Megômetro,,Minipa,1116,1116,MI2700000204,MI-2700,LAFTEC,2224239,2022-10-19,2024-10-08,ALMOXARIFADO
Megômetro,,Megabras,1564,1564,OG3073H,MD-1035e,TÉCNICA CALIB.,2300533,2023-02-20,2025-02-09,ALMOXARIFADO
Megômetro,,Megabras,1819,1819,MO1206L,MD-1035e,TÉCNICA CALIB.,2300534,2023-02-20,2025-02-09,ALMOXARIFADO
Megômetro,,Megabras,1820,1820,MO8516J,MD-5060X,TÉCNICA CALIB.,2300532,2023-02-20,2025-02-09,ALMOXARIFADO
Micrômetro Intercambiável,300 mm | 400 mm,Digimess,317,317,181218545,110-223,LAFTEC,2506016,2025-02-27,2026-08-21,ALMOXARIFADO
Micrômetro Intercambiável,200 mm | 300 mm,Digimess,1835,1835,130730249,110-222,LAFTEC,2506015,2025-02-27,2026-08-21,OBRA 118
Micrômetro Externo,,Digimess,319,319,181230319,N/C,LAFTEC,2302059,2023-01-26,2024-07-19,ALMOXARIFADO
Micrômetro Externo,(AF-101011),Digimess,320,320,181058523,110-225,METRUS,D0688004-0122,2022-01-18,2023-07-12,ALMOXARIFADO
Micrômetro Externo,,Digimess,1837,1837,111058547,N/C,METRUS,D0688010-0620,2020-07-08,2021-12-30,ALMOXARIFADO
Micrômetro Externo,,Digimess,1918,1918,1700418480,3206-500,LAFTEC,2302058,2023-01-26,2024-07-19,ALMOXARIFADO
Micrômetro Externo,,Digimess,AF 101010,AF 101010,181230319,110224,METROLOGIA 9000,MTR2425-20,2020-07-13,2022-01-04,ALMOXARIFADO
Micrômetro Externo,,Digimess,AF 101012,AF 101012,181218545,110223,METROLOGIA 9000,MTR2424-20,2020-07-13,2022-01-04,ALMOXARIFADO
Micrômetro Externo,,Digimess,MEX-007,MEX-007,100571662,N/C,METRUS,D0688003-0719,2019-08-15,2021-02-05,ALMOXARIFADO
Multimetro Digital,,Minipa,1847,1847,N/C,ET-2231A,METRUS,E0688002-0122,2022-01-24,2023-07-18,ALMOXARIFADO
Multimetro Digital,,Fluke,1848,1848,N/C,85III,LAFTEC,2309343,2023-05-26,2024-11-16,ALMOXARIFADO
Multimetro Digital,,Fluke,1434,1434,87840176,87V,LAFTEC,2415649,2024-06-21,2025-12-13,OBRA 118
Nível de Bolha,,Stanley,105-17,105-17,N/C,42-886S,METRUS,D0688017-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,105-18,105-18,N/C,42-886S,METRUS,D0688018-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,105-19,105-19,N/C,42-886S,METRUS,D0688019-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,105-20,105-20,N/C,42-886S,METRUS,D0688020-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,105-21,105-21,N/C,42-886S,METRUS,D0688021-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,105-22,105-22,N/C,42-886S,LAFTEC,2300721,2023-01-23,2025-01-12,ALMOXARIFADO
Nível de Bolha,,Stanley,105-23,105-23,N/C,42-886S,METRUS,D0688023-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,105-24,105-24,N/C,42-886S,METRUS,D0688024-0720,2020-07-15,2022-07-05,ALMOXARIFADO
Nível de Bolha,,Stanley,NB-001,NB-001,N/C,42-886S,TECNICA CALIB.,2004428,2019-07-29,2021-07-18,ALMOXARIFADO
Nível de Bolha,,Stanley,NB-002,NB-002,N/C,42-886S,TECNICA CALIB.,2004429,2019-07-29,2021-07-18,ALMOXARIFADO
Nível de Bolha,,Stanley,NB-003,NB-003,N/C,42-886S,TECNICA CALIB.,2004430,2019-07-29,2021-07-18,ALMOXARIFADO
Nível de Bolha,,Stanley,NB-004,NB-004,N/C,42-886S,TECNICA CALIB.,2004431,2019-07-29,2021-07-29,ALMOXARIFADO
Nível de Bolha,,Starrett,NB-098-001,NB-098-001,N/C,LIS 14,METRUS,D0688001-0321,2021-03-19,2023-03-09,ALMOXARIFADO
Nível de Bolha,,Starrett,NB-098-002,NB-098-002,N/C,LTS 9,METRUS,D0688002-0321,2021-03-19,2023-03-09,ALMOXARIFADO
Nível de Bolha,,Starrett,NB-098-003,NB-098-003,N/C,LTS 9,METRUS,D0688003-0321,2021-03-19,2023-03-09,ALMOXARIFADO
Nível de Bolha,,Starrett,NB-098-004,NB-098-004,N/C,LTS 9,METRUS,D0688004-0321,2021-03-19,2023-03-09,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-001,NI-001,N/C,42-886,METRUS,2001359,2022-01-12,2024-01-02,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-032,NIV-032,N/C,MAC-7000,LAFTEC,2215135,2022-07-07,2024-06-26,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-051,NI-051,N/C,42-886,LAFTEC,2215134,2022-07-07,2024-06-26,ALMOXARIFADO
Nível de Bolha,,Thompson,NI-156/A,NI-156/A,N/C,MAC-7012,THOMPSON,D0688013-0619,2019-06-07,2021-05-27,ALMOXARIFADO
Nível de Bolha,,Thompson,NI-157,NI-157,N/C,MAC-7000,METRUS,D0688020-0619,2019-06-07,2021-05-27,ALMOXARIFADO
Nível de Bolha,,Thompson,NI-158,NI-158,N/C,MAC-7000,METRUS,D0688013-1118,2018-11-13,2020-11-02,ALMOXARIFADO
Nível de Bolha,,Thompson,NI-159,NI-159,N/C,MAC-7012,METRUS,D0688014-1118,2018-11-13,2020-11-02,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-280/A,NI-280/A,N/C,42-886,TECNICA CALIB.,2001360,2020-03-11,2022-03-01,ALMOXARIFADO
Nível de Bolha,,Thompson,NI-283/A,NI-283/A,N/C,MAC-7000,LAF METROLOGIA,1800637,2018-02-06,2020-01-27,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-284,NI284,N/C,42-886S,LAFTEC,2307198,2023-03-22,2025-03-11,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-285,NI285,N/C,42-886S,LAFTEC,2307199,2023-03-22,2025-03-11,ALMOXARIFADO
Nível de Bolha,,Stanley,NI-286,NI286,N/C,42-886S,LAFTEC,2307200,2023-03-22,2025-03-11,OBRA 118
Nível de Bolha,,Stanley,NI-287,NI287,N/C,42-886S,LAFTEC,2307201,2023-03-22,2025-03-11,OBRA 118
